word,pos,neg
loving,1,0
lovingly,1,0
lovingness,1,0
low,0,1
lowball,0,1
lowballed,0,1
lowballing,0,1
lowballs,0,1
lowborn,0,1
lowboys,0,1
lowbred,0,1
lowbrow,0,1
lowbrows,0,1
lowdown,0,1
lowdowns,0,1
lowe,1,0
lowed,0,1
lower,0,1
lowercase,1,0
lowercased,0,1
lowerclassman,0,1
lowered,0,1
lowering,0,1
lowermost,0,1
lowers,0,1
lowery,0,1
lowest,0,1
lowing,0,1
lowish,0,1
lowland,0,1
lowlander,0,1
lowlanders,0,1
lowlands,0,1
lowlier,0,1
lowliest,0,1
lowlife,0,1
lowlifes,0,1
lowlight,0,1
lowlights,0,1
lowlihead,0,1
lowliness,0,1
lowlinesses,0,1
lowlives,0,1
lowly,0,1
lown,1,0
lowness,0,1
lowrider,0,1
lowriders,1,0
lows,0,1
lowse,0,1
loyalism,1,0
loyalisms,1,0
loyalist,1,0
loyalists,1,0
loyally,1,0
loyalties,1,0
loyalty,1,0
luck,1,0
lucked,1,0
luckie,1,0
luckier,1,0
luckiest,1,0
luckily,1,0
luckiness,1,0
lucking,1,0
luckless,0,1
lucks,1,0
lucky,1,0
ludicrous,0,1
ludicrously,0,1
ludicrousness,0,1
lugubrious,0,1
lulz,1,0
lunatic,0,1
lunatics,0,1
lurk,0,1
lurking,0,1
lurks,0,1
mad,0,1
maddening,0,1
madder,0,1
maddest,0,1
madly,0,1
madness,0,1
magnific,1,0
magnifical,1,0
magnifically,1,0
magnification,1,0
magnifications,1,0
magnificence,1,0
magnificences,1,0
magnificent,1,0
magnificently,1,0
magnifico,1,0
magnificoes,1,0
mandatory,1,0
maniac,0,1
maniacal,0,1
maniacally,0,1
maniacs,0,1
marvel,1,0
marvelous,1,0
marvels,1,0
masochism,0,1
masochisms,0,1
masochist,0,1
masochistic,0,1
masochistically,0,1
masochists,0,1
masterpiece,1,0
masterpieces,1,0
matter,1,0
matters,1,0
mature,1,0
meaningful,1,0
meaningless,0,1
medal,1,0
mediocrity,0,1
meditative,1,0
meh,0,1
melancholia,0,1
melancholiac,0,1
melancholias,0,1
melancholic,0,1
melancholics,0,1
melancholies,0,1
melancholy,0,1
menace,0,1
menaced,0,1
mercy,1,0
merit,1,0
merited,1,0
meriting,1,0
meritocracy,1,0
meritocrat,1,0
meritocrats,1,0
meritoriously,1,0
meritoriousness,1,0
merits,1,0
merrier,1,0
merriest,1,0
merrily,1,0
merriment,1,0
merriments,1,0
merriness,1,0
merry,1,0
merrymaker,1,0
merrymakers,1,0
merrymaking,1,0
merrymakings,1,0
merrythought,1,0
merrythoughts,1,0
mess,0,1
messed,0,1
messy,0,1
methodical,1,0
mindless,0,1
miracle,1,0
mirth,1,0
mirthful,1,0
mirthfully,1,0
misbehave,0,1
misbehaved,0,1
misbehaves,0,1
misbehaving,0,1
mischiefs,0,1
miser,0,1
miserable,0,1
miserableness,0,1
miserably,0,1
miserere,0,1
misericorde,1,0
misericordes,0,1
miseries,0,1
miserliness,0,1
miserly,0,1
misers,0,1
misery,0,1
misgiving,0,1
misread,0,1
misreporting,0,1
missing,0,1
mistakable,0,1
mistaker,0,1
mistakers,0,1
misunderstands,0,1
mlm,0,1
mmk,1,0
moan,0,1
moaned,0,1
moaning,0,1
moans,0,1
mock,0,1
mocked,0,1
mocker,0,1
mockeries,0,1
mockers,0,1
mockery,0,1
mocking,0,1
mocks,0,1
molest,0,1
molestation,0,1
molestations,0,1
molested,0,1
molester,0,1
molesters,0,1
molesting,0,1
molests,0,1
mongering,0,1
mooch,0,1
mooched,0,1
moocher,0,1
moochers,0,1
mooches,0,1
mooching,0,1
moodier,0,1
moodiest,0,1
moodily,0,1
moodiness,0,1
moodinesses,0,1
moody,0,1
mope,0,1
moping,0,1
moron,0,1
moronic,0,1
moronically,0,1
moronity,0,1
morons,0,1
motherfucker,0,1
motherfucking,0,1
motivate,1,0
motivated,1,0
motivating,1,0
motivation,1,0
mourn,0,1
mourned,0,1
mourner,0,1
mourners,0,1
mournful,0,1
mournfuller,0,1
mournfully,0,1
mournfulness,0,1
mourning,0,1
mourningly,0,1
mourns,0,1
mumpish,0,1
murder,0,1
murdered,0,1
murderee,0,1
murderees,0,1
murderer,0,1
murderers,0,1
murderess,0,1
murderesses,0,1
murdering,0,1
murderous,0,1
murderously,0,1
murderousness,0,1
murders,0,1
n00b,0,1
nag,0,1
nagana,0,1
nagged,0,1
nagger,0,1
naggers,0,1
naggier,0,1
naggiest,0,1
nagging,0,1
naggingly,0,1
naggy,0,1
nags,0,1
nah,0,1
naive,0,1
nastic,1,0
nastier,0,1
nasties,0,1
nastiest,0,1
nastily,0,1
nastiness,0,1
nastinesses,0,1
nasturtium,1,0
nasturtiums,1,0
nasty,0,1
natural,1,0
neat,1,0
neaten,1,0
neatened,1,0
neatening,1,0
neatens,1,0
neater,1,0
neatest,1,0
neath,1,0
neatherd,0,1
neatly,1,0
neatness,1,0
neats,1,0
needy,0,1
negativity,0,1
neglecter,0,1
neglecters,0,1
neglectfully,0,1
neglectfulness,0,1
nerd,0,1
nerdier,0,1
nerdiest,1,0
nerdish,0,1
nerdy,0,1
nerves,0,1
nervous,0,1
nervously,0,1
nervousness,0,1
neurotic,0,1
neurotically,0,1
neuroticism,0,1
neurotics,0,1
nice,1,0
nicely,1,0
niceness,1,0
nicenesses,1,0
nicer,1,0
nicest,1,0
niceties,1,0
nicety,1,0
nifty,1,0
niggas,0,1
nigger,0,1
no,0,1
noble,1,0
noisy,0,1
nonsense,0,1
noob,0,1
nosey,0,1
notorious,0,1
novel,1,0
numb,0,1
numbat,1,0
numbed,0,1
number,1,0
numberable,1,0
numbest,0,1
numbfish,0,1
numbfishes,0,1
numbing,0,1
numbingly,0,1
numbles,1,0
numbly,0,1
numbness,0,1
numbs,0,1
numbskull,0,1
numbskulls,0,1
nurtural,1,0
nurturance,1,0
nurturances,1,0
nurturant,1,0
nurture,1,0
nurtured,1,0
nurturer,1,0
nurturers,1,0
nurtures,1,0
nurturing,1,0
nuts,0,1
o/\o,1,0
o_0,0,1
obliterate,0,1
obliterated,0,1
obnoxious,0,1
obnoxiously,0,1
obnoxiousness,0,1
obsess,0,1
obsessed,0,1
obsesses,0,1
obsessing,0,1
obsession,0,1
obsessional,0,1
obsessionally,0,1
obsessions,0,1
obsessive,0,1
obsessively,0,1
obsessiveness,0,1
obsessives,0,1
obstinate,0,1
odd,0,1
offense,0,1
offenseless,1,0
offenses,0,1
offensive,0,1
offensively,0,1
offensiveness,0,1
offensives,0,1
offline,0,1
okay,1,0
okays,1,0
ominous,0,1
once-in-a-lifetime,1,0
openness,1,0
opportune,1,0
opportunely,1,0
opportuneness,1,0
opportunism,1,0
opportunisms,1,0
opportunist,1,0
opportunists,1,0
oppressed,0,1
oppressive,0,1
optimal,1,0
optimality,1,0
optimally,1,0
optimisation,1,0
optimisations,1,0
optimise,1,0
optimised,1,0
optimises,1,0
optimising,1,0
optimism,1,0
optimisms,1,0
optimist,1,0
optimistically,1,0
optimists,1,0
optimization,1,0
optimizations,1,0
optimize,1,0
optimized,1,0
optimizer,1,0
optimizers,1,0
optimizes,1,0
optimizing,1,0
optionless,0,1
original,1,0
outcry,0,1
outgoing,1,0
outmaneuvered,1,0
outrage,0,1
outraged,0,1
outrageous,0,1
outrageously,0,1
outrageousness,0,1
outrageousnesses,0,1
outrages,0,1
outraging,0,1
outreach,1,0
outstanding,1,0
overjoyed,1,0
overreact,0,1
overreacted,0,1
overreaction,0,1
overreacts,0,1
oversell,0,1
overselling,0,1
oversells,1,0
oversimplification,1,0
oversimplifies,1,0
oversimplify,0,1
overweight,0,1
overwhelm,0,1
overwhelmed,1,0
overwhelmingly,0,1
overwhelms,0,1
oxymoron,0,1
pain,0,1
pained,0,1
painful,0,1
painfuller,0,1
painfully,0,1
painfulness,0,1
paining,0,1
painless,1,0
painlessly,1,0
painlessness,1,0
pains,0,1
palatable,1,0
palatableness,1,0
palatably,1,0
panicked,0,1
panicking,0,1
panicky,0,1
panicle,1,0
panicled,1,0
panicles,0,1
paniculate,1,0
panicums,0,1
paradise,1,0
paradox,0,1
paranoia,0,1
paranoiac,0,1
paranoiacs,0,1
paranoias,0,1
paranoid,0,1
paranoids,0,1
pardon,1,0
pardoned,1,0
pardoning,1,0
pardons,1,0
parley,0,1
partied,1,0
partier,1,0
partiers,1,0
parties,1,0
party,1,0
partyer,1,0
partyers,1,0
partying,1,0
passion,1,0
passional,1,0
passionate,1,0
passionately,1,0
passionateness,1,0
passionflower,1,0
passionflowers,1,0
passionless,0,1
passions,1,0
passive,1,0
passively,0,1
pathetic,0,1
pathetical,0,1
pathetically,0,1
pay,0,1
peace,1,0
peaceable,1,0
peaceableness,1,0
peaceably,1,0
peaceful,1,0
peacefuller,1,0
peacefullest,1,0
peacefully,1,0
peacefulness,1,0
peacekeeper,1,0
peacekeepers,1,0
peacekeeping,1,0
peacekeepings,1,0
peacemaker,1,0
peacemakers,1,0
peacemaking,1,0
peacenik,1,0
peaceniks,1,0
peaces,1,0
peacetime,1,0
peacetimes,1,0
peculiar,1,0
peculiarities,1,0
peculiarity,1,0
peculiarly,0,1
pensive,1,0
perfecta,1,0
perfectas,1,0
perfecter,1,0
perfecters,1,0
perfectest,1,0
perfectibilities,1,0
perfectibility,1,0
perfectible,1,0
perfecting,1,0
perfection,1,0
perfectionism,1,0
perfectionist,1,0
perfectionistic,1,0
perfectionists,1,0
perfections,1,0
perfective,1,0
perfectively,1,0
perfectiveness,1,0
perfectives,1,0
perfectivity,1,0
perfectness,1,0
perfecto,1,0
perpetrator,0,1
perpetrators,0,1
perplexed,0,1
persecute,0,1
persecuted,0,1
persecutes,0,1
persecuting,0,1
perturbed,0,1
perverse,0,1
perversely,0,1
perverseness,0,1
perversenesses,0,1
perversion,0,1
perversions,0,1
perversities,0,1
perversity,0,1
perversive,0,1
pervert,0,1
perverted,0,1
pervertedly,0,1
pervertedness,0,1
perverter,0,1
perverters,0,1
perverting,0,1
perverts,0,1
pesky,0,1
pessimism,0,1
pessimisms,0,1
pessimist,0,1
pessimistic,0,1
pessimistically,0,1
pessimists,0,1
petrifaction,0,1
petrifactions,0,1
petrification,0,1
petrifications,0,1
petrified,0,1
petrifies,0,1
petrify,0,1
petrifying,0,1
pettier,0,1
pettiest,0,1
phobia,0,1
phobias,0,1
phobic,0,1
phobics,0,1
picturesque,1,0
pileup,0,1
pique,0,1
piqued,1,0
piss,0,1
pissant,0,1
pissants,0,1
pissed,0,1
pisser,0,1
pissers,0,1
pisses,0,1
pissing,0,1
pissoir,0,1
piteous,0,1
pitiable,0,1
pitiableness,0,1
pitiably,0,1
pitied,0,1
pitier,0,1
pitiers,0,1
pities,0,1
pitiful,0,1
pitifuller,0,1
pitifullest,0,1
pitifully,0,1
pitifulness,0,1
pitiless,0,1
pitilessly,0,1
pitilessness,0,1
pity,0,1
pitying,0,1
pityingly,0,1
pityriasis,0,1
play,1,0
played,1,0
playful,1,0
playfully,1,0
playfulness,1,0
playing,1,0
plays,1,0
pleasanter,1,0
pleasantest,1,0
pleasantness,1,0
pleasantnesses,1,0
pleasantries,1,0
pleasantry,1,0
please,1,0
pleaser,1,0
pleasers,1,0
pleases,1,0
pleasing,1,0
pleasurability,1,0
pleasurable,1,0
pleasurableness,1,0
pleasurably,1,0
pleasured,1,0
pleasureless,0,1
pleasures,1,0
pleasuring,1,0
poised,1,0
poison,0,1
poisoned,0,1
poisoner,0,1
poisoners,0,1
poisoning,0,1
poisonings,0,1
poisonous,0,1
poisonously,0,1
poisons,0,1
poisonwood,0,1
pollute,0,1
polluted,0,1
polluter,0,1
polluters,0,1
pollutes,0,1
poorer,0,1
poorest,0,1
popularise,1,0
popularised,1,0
popularises,1,0
popularising,1,0
popularities,1,0
popularization,1,0
popularizations,1,0
popularize,1,0
popularized,1,0
popularizer,1,0
popularizers,1,0
popularizes,1,0
popularizing,1,0
popularly,1,0
positiveness,1,0
positivenesses,1,0
positiver,1,0
positives,1,0
positivest,1,0
positivism,1,0
positivisms,1,0
positivist,1,0
positivistic,1,0
positivists,1,0
positivities,1,0
positivity,1,0
possessive,0,1
poverty,0,1
powerful,1,0
powerless,0,1
praise,1,0
praised,1,0
praiser,1,0
praisers,1,0
praises,1,0
praiseworthily,1,0
praiseworthiness,1,0
praiseworthy,1,0
praising,1,0
pray,1,0
praying,1,0
prays,1,0
prblm,0,1
prblms,0,1
precious,1,0
preciously,1,0
preciousness,1,0
prejudicially,0,1
prejudicialness,0,1
prepared,1,0
pressure,0,1
pressured,0,1
pressureless,1,0
pressures,0,1
pressuring,0,1
pressurise,0,1
pressurised,0,1
pressurises,0,1
pressurising,0,1
pressurizations,0,1
pressurize,0,1
pressurized,1,0
pressurizer,1,0
pressurizers,0,1
pressurizes,0,1
pressurizing,0,1
pretend,0,1
pretending,1,0
pretends,0,1
prettied,1,0
prettier,1,0
pretties,1,0
prettiest,1,0
pretty,1,0
prevent,1,0
prevented,1,0
prick,0,1
pricked,0,1
pricker,0,1
prickers,0,1
pricket,0,1
prickets,1,0
pricking,0,1
prickle,0,1
prickled,0,1
prickles,0,1
pricklier,0,1
prickliest,0,1
prickliness,0,1
prickling,0,1
prickly,0,1
pricks,0,1
pricky,0,1
pride,1,0
prison,0,1
prisoner,0,1
prisoners,0,1
privilege,1,0
privileged,1,0
privileges,1,0
privileging,1,0
prize,1,0
prized,1,0
prizefight,0,1
prizefighter,1,0
prizefighters,0,1
prizefighting,1,0
prizefights,1,0
prizer,1,0
prizers,1,0
prizes,1,0
prizewinner,1,0
prizewinners,1,0
prizewinning,1,0
problematically,0,1
problematics,0,1
profit,1,0
profitabilities,1,0
profitableness,1,0
profited,1,0
profiteer,1,0
profiteered,0,1
profiteering,0,1
profiteers,1,0
profiter,1,0
profiterole,1,0
profiteroles,1,0
profiting,1,0
profitless,0,1
profits,1,0
profitwise,1,0
prominent,1,0
promiscuities,0,1
promiscuity,0,1
promiscuous,0,1
promiscuously,0,1
promiscuousness,0,1
promise,1,0
promised,1,0
promisee,1,0
promisees,1,0
promiser,1,0
promisers,1,0
promises,1,0
promising,1,0
promisingly,1,0
promisor,1,0
promisors,1,0
promissory,1,0
promote,1,0
promoted,1,0
promotes,1,0
promoting,1,0
propaganda,0,1
prospect,1,0
prospects,1,0
protect,1,0
protected,1,0
protects,1,0
proud,1,0
prouder,1,0
proudest,1,0
proudful,1,0
proudhearted,1,0
proudly,1,0
pseudoscience,0,1
puke,0,1
puked,0,1
pukes,0,1
puking,0,1
pukka,1,0
punish,0,1
punishabilities,0,1
punishability,0,1
punishable,0,1
punisher,0,1
punishers,0,1
pushy,0,1
puzzled,0,1
quaking,0,1
racism,0,1
racist,0,1
racists,0,1
radian,1,0
radiance,1,0
radiances,1,0
radiancies,1,0
radiancy,1,0
radians,1,0
radiant,1,0
radiantly,1,0
radiants,1,0
rage,0,1
raged,0,1
ragee,0,1
rageful,0,1
rages,0,1
raging,0,1
rainy,0,1
rancid,0,1
rancidity,0,1
rancidly,0,1
rancidness,0,1
rancidnesses,0,1
rant,0,1
ranter,0,1
ranters,0,1
rants,0,1
rape,0,1
raped,0,1
raper,0,1
rapers,0,1
rapes,0,1
rapeseeds,0,1
raping,0,1
rapist,0,1
rapists,0,1
rapture,1,0
raptured,1,0
raptures,1,0
rapturous,1,0
rash,0,1
ratified,1,0
reach,1,0
reached,1,0
reaches,1,0
reaching,1,0
readiness,1,0
ready,1,0
reassurance,1,0
reassurances,1,0
reassure,1,0
reassured,1,0
reassures,1,0
reassuring,1,0
reassuringly,1,0
rebel,0,1
rebeldom,0,1
rebelled,0,1
rebelling,0,1
rebellion,0,1
rebellions,0,1
rebellious,0,1
rebelliously,0,1
rebelliousness,0,1
rebels,0,1
recommend,1,0
recommended,1,0
recommends,1,0
redeemed,1,0
reek,0,1
reeked,0,1
reeker,0,1
reekers,0,1
reeking,0,1
regret,0,1
regretful,0,1
regretfully,0,1
regretfulness,0,1
regrets,0,1
regrettable,0,1
regrettably,0,1
regretted,0,1
regretter,0,1
regretters,0,1
regretting,0,1
reinvigorate,1,0
reinvigorated,1,0
reinvigorates,1,0
reinvigorating,1,0
reinvigoration,1,0
rejectee,0,1
rejectees,0,1
rejecter,0,1
rejecters,0,1
rejectingly,0,1
rejective,0,1
rejector,0,1
rejoice,1,0
rejoiced,1,0
rejoices,1,0
rejoicing,1,0
relax,1,0
relaxant,1,0
relaxants,1,0
relaxation,1,0
relaxations,1,0
relaxed,1,0
relaxedly,1,0
relaxedness,1,0
relaxer,1,0
relaxers,1,0
relaxes,1,0
relaxin,1,0
relaxing,1,0
relaxins,1,0
relentless,1,0
reliant,1,0
relief,1,0
reliefs,1,0
relievable,1,0
relieve,1,0
relieved,1,0
relievedly,1,0
reliever,1,0
relievers,1,0
relieves,1,0
relieving,1,0
relievo,1,0
relishing,1,0
reluctancy,0,1
reluctantly,0,1
remarkable,1,0
remorse,0,1
remorseful,0,1
remorsefully,0,1
remorsefulness,0,1
remorseless,0,1
remorselessly,0,1
remorselessness,0,1
repetitive,0,1
repress,0,1
repressed,0,1
represses,0,1
repressible,0,1
repressing,0,1
repression,0,1
repressions,0,1
repressive,0,1
repressively,0,1
repressiveness,0,1
repressor,0,1
repressors,0,1
repressurize,0,1
repressurized,1,0
repressurizes,1,0
repressurizing,0,1
repulse,0,1
repulsed,0,1
rescue,1,0
rescued,1,0
rescues,1,0
resent,0,1
resented,0,1
resentence,0,1
resentenced,0,1
resentences,0,1
resentencing,1,0
resentful,0,1
resentfully,0,1
resentfulness,0,1
resenting,0,1
resentment,0,1
resentments,0,1
resents,0,1
resignedly,0,1
resignedness,0,1
resigner,0,1
resigners,0,1
resolute,1,0
resolvable,1,0
resolved,1,0
resolvent,1,0
resolvents,1,0
resolver,1,0
resolvers,1,0
resolves,1,0
resolving,1,0
respect,1,0
respectabilities,1,0
respectability,1,0
respectable,1,0
respectableness,1,0
respectably,1,0
respected,1,0
respecter,1,0
respecters,1,0
respectful,1,0
respectfully,1,0
respectfulness,1,0
respectfulnesses,1,0
respecting,1,0
respective,1,0
respectively,1,0
respectiveness,1,0
respects,1,0
responsible,1,0
responsive,1,0
restful,1,0
restless,0,1
restlessly,0,1
restlessness,0,1
restore,1,0
restored,1,0
restores,1,0
restoring,1,0
restrict,0,1
restricted,0,1
restricting,0,1
restriction,0,1
restricts,0,1
retained,1,0
retard,0,1
retarded,0,1
retreat,1,0
revenge,0,1
revenged,0,1
revengeful,0,1
revengefully,0,1
revengefulness,0,1
revenger,0,1
revengers,0,1
revenges,0,1
revered,1,0
revive,1,0
revives,1,0
rewardable,1,0
rewarder,1,0
rewarders,1,0
rewardingly,1,0
rich,1,0
richened,1,0
richening,1,0
richens,1,0
richer,1,0
riches,1,0
richest,1,0
richly,1,0
richness,1,0
richnesses,1,0
richweed,1,0
richweeds,0,1
ridiculer,0,1
ridiculers,0,1
ridiculous,0,1
ridiculously,0,1
ridiculousness,0,1
ridiculousnesses,0,1
rig,0,1
rigged,0,1
rigid,0,1
rigidification,0,1
rigidifications,0,1
rigidified,0,1
rigidifies,0,1
rigidify,0,1
rigidities,0,1
rigidity,0,1
rigidly,0,1
rigidness,0,1
rigorous,0,1
rigorously,0,1
riot,0,1
riots,0,1
risk,0,1
risked,0,1
risker,0,1
riskily,0,1
riskiness,0,1
riskinesses,0,1
risking,0,1
riskless,1,0
risks,0,1
rob,0,1
robber,0,1
robed,0,1
robing,0,1
robs,0,1
robust,1,0
roflcopter,1,0
romance,1,0
romanced,1,0
romancer,1,0
romancers,1,0
romances,1,0
romancing,1,0
romantic,1,0
romantically,1,0
romanticise,1,0
romanticised,1,0
romanticises,1,0
romanticising,1,0
romanticism,1,0
romanticisms,1,0
romanticist,1,0
romanticists,1,0
romanticization,1,0
romanticizations,1,0
romanticize,1,0
romanticized,1,0
romanticizes,1,0
romanticizing,1,0
romantics,1,0
rotten,0,1
rude,0,1
rudely,0,1
rudeness,0,1
ruder,0,1
ruderal,0,1
ruderals,0,1
rudesby,0,1
rudest,0,1
ruin,0,1
ruinable,0,1
ruinate,0,1
ruinated,0,1
ruinates,0,1
ruinating,0,1
ruination,0,1
ruinations,0,1
ruined,0,1
ruiner,0,1
ruing,0,1
ruining,0,1
ruinous,0,1
ruinously,0,1
ruinousness,0,1
ruins,0,1
sad,0,1
sadden,0,1
saddened,0,1
saddening,0,1
saddens,0,1
sadder,0,1
saddest,0,1
sadly,0,1
sadness,0,1
safe,1,0
safecracker,0,1
safecrackers,0,1
safecracking,0,1
safecrackings,0,1
safeguard,1,0
safeguarded,1,0
safeguarding,1,0
safeguards,1,0
safekeeping,1,0
safelight,1,0
safelights,1,0
safely,1,0
safeness,1,0
safer,1,0
safes,1,0
safest,1,0
safeties,1,0
safety,1,0
safetyman,1,0
salient,1,0
sappy,0,1
sarcasm,0,1
sarcasms,0,1
sarcastic,0,1
sarcastically,0,1
satisfactions,1,0
satisfactoriness,1,0
satisfiable,1,0
satisfyingly,1,0
savage,0,1
savaged,0,1
savagely,0,1
savageness,0,1
savagenesses,0,1
savageries,0,1
savagery,0,1
savages,0,1
save,1,0
saved,1,0
scam,0,1
scams,0,1
scandal,0,1
scapegoat,0,1
scapegoats,0,1
scare,0,1
scarecrow,0,1
scarecrows,0,1
scared,0,1
scaremonger,0,1
scaremongers,0,1
scarer,0,1
scarers,0,1
scares,0,1
scarey,0,1
scaring,0,1
scary,0,1
sceptic,0,1
sceptical,0,1
scepticism,0,1
sceptics,0,1
scold,0,1
scoop,1,0
scorn,0,1
scornful,0,1
scream,0,1
screamed,0,1
screamers,0,1
screaming,0,1
screams,0,1
screw,0,1
screwball,0,1
screwballs,0,1
screwbean,1,0
screwdriver,1,0
screwdrivers,1,0
screwed,0,1
screwed up,0,1
screwer,0,1
screwers,0,1
screwier,0,1
screwiest,0,1
screwiness,0,1
screwing,0,1
screwlike,1,0
screws,0,1
screwup,0,1
screwups,0,1
screwworm,0,1
screwworms,0,1
screwy,0,1
scrumptious,1,0
scrumptiously,1,0
scumbag,0,1
secure,1,0
secured,1,0
securely,1,0
securement,1,0
secureness,1,0
securer,1,0
securers,1,0
secures,1,0
securest,1,0
securing,1,0
securities,1,0
securitization,1,0
securitizations,1,0
securitize,1,0
securitized,1,0
securitizes,1,0
securitizing,1,0
security,1,0
sedition,0,1
seditious,0,1
seduced,0,1
self-confident,1,0
selfish,0,1
selfishly,0,1
selfishness,0,1
selfishnesses,0,1
sentence,1,0
sentences,1,0
sentimental,1,0
sentimentalise,1,0
sentimentalised,1,0
sentimentalising,1,0
sentimentalism,1,0
sentimentalisms,1,0
sentimentalist,1,0
sentimentalists,1,0
sentimentalities,1,0
sentimentality,1,0
sentimentalization,1,0
sentimentalizations,1,0
sentimentalize,1,0
sentimentalized,1,0
sentimentalizes,1,0
sentimentalizing,1,0
sentimentally,1,0
serene,1,0
severeness,0,1
severer,0,1
severest,0,1
sexy,1,0
shake,0,1
shakeable,0,1
shakedown,0,1
shakedowns,0,1
shaken,0,1
shakeout,0,1
shakeouts,0,1
shakers,1,0
shakeup,0,1
shakeups,0,1
shakier,0,1
shakiest,0,1
shakily,0,1
shakiness,0,1
shaking,0,1
shaky,0,1
shame,0,1
shamed,0,1
shamefaced,0,1
shamefacedly,0,1
shamefacedness,0,1
shamefast,0,1
shameful,0,1
shamefully,0,1
shamefulness,0,1
shamefulnesses,0,1
shameless,0,1
shamelessly,0,1
shamelessness,0,1
shamelessnesses,0,1
shames,0,1
share,1,0
shared,1,0
shares,1,0
sharing,1,0
shattered,0,1
shit,0,1
shitake,0,1
shitakes,0,1
shithead,0,1
shitheads,0,1
shits,0,1
shittah,1,0
shitted,0,1
shittier,0,1
shittiest,0,1
shittim,0,1
shittimwood,0,1
shitting,0,1
shitty,0,1
shock,0,1
shockable,0,1
shocker,0,1
shockers,0,1
shocking,0,1
shockingly,0,1
shockproof,1,0
shocks,0,1
shook,0,1
shoot,0,1
short-sighted,0,1
short-sightedness,0,1
shrew,0,1
shy,0,1
shyer,0,1
shying,0,1
shylock,0,1
shylocked,0,1
shylocking,0,1
shylocks,0,1
shyly,0,1
shyness,0,1
shynesses,0,1
shyster,0,1
shysters,0,1
sick,0,1
sicken,0,1
sickened,0,1
sickener,0,1
sickeners,0,1
sickening,0,1
sickeningly,0,1
sickens,0,1
sigh,1,0
significance,1,0
significant,1,0
silencing,0,1
sillibub,0,1
sillier,1,0
sillies,1,0
silliest,1,0
sillily,0,1
sillimanite,1,0
sillimanites,1,0
silliness,0,1
sillinesses,0,1
silly,1,0
sin,0,1
sincere,1,0
sincerely,1,0
sincereness,1,0
sincerer,1,0
sincerest,1,0
sincerities,1,0
sinful,0,1
singleminded,1,0
sinister,0,1
sins,0,1
skeptic,0,1
skeptical,0,1
skeptically,0,1
skepticism,0,1
skepticisms,0,1
skeptics,0,1
slam,0,1
slash,0,1
slashed,0,1
slashes,0,1
slashing,0,1
slavery,0,1
sleeplessness,0,1
slicker,1,0
slickest,1,0
slut,0,1
sluts,0,1
sluttier,0,1
sluttiest,0,1
sluttish,0,1
sluttishly,0,1
sluttishness,0,1
sluttishnesses,0,1
slutty,0,1
smart,1,0
smartass,0,1
smartasses,0,1
smarted,1,0
smarten,1,0
smartened,1,0
smartening,1,0
smartens,1,0
smarter,1,0
smartest,1,0
smartie,1,0
smarties,1,0
smarting,0,1
smartly,1,0
smartness,1,0
smartnesses,1,0
smarts,1,0
smartweed,1,0
smartweeds,1,0
smarty,1,0
smear,0,1
smilax,1,0
smilaxes,1,0
smile,1,0
smiled,1,0
smileless,0,1
smiler,1,0
smiles,1,0
smiley,1,0
smileys,1,0
smiling,1,0
smilingly,1,0
smog,0,1
smother,0,1
smothered,0,1
smothering,0,1
smothers,0,1
smothery,0,1
smug,1,0
smugger,0,1
smuggest,0,1
smuggle,0,1
smuggled,0,1
smuggler,0,1
smugglers,0,1
smuggles,0,1
smuggling,0,1
smugly,1,0
smugness,0,1
smugnesses,0,1
sneaky,0,1
snob,0,1
snobbery,0,1
snobbier,0,1
snobbiest,0,1
snobbily,0,1
snobbish,0,1
snobbishly,0,1
snobbishness,0,1
snobbishnesses,0,1
snobbism,0,1
snobbisms,0,1
snobby,0,1
snobs,0,1
snub,0,1
snubbed,0,1
snubbing,0,1
snubs,0,1
sobbed,0,1
sobbing,0,1
sobering,0,1
sobs,0,1
sociabilities,1,0
sociability,1,0
sociable,1,0
sociableness,1,0
sociably,1,0
sok,1,0
solemn,0,1
solemnified,0,1
solemnifies,0,1
solemnify,1,0
solemnifying,1,0
solemnities,1,0
solemnity,0,1
solemnization,1,0
solemnize,1,0
solemnized,0,1
solemnizes,1,0
solemnizing,0,1
solemnly,1,0
solid,1,0
solidarity,1,0
solution,1,0
solutions,1,0
solve,1,0
solved,1,0
somber,0,1
son-of-a-bitch,0,1
soothe,1,0
soothed,1,0
soothing,1,0
sophisticated,1,0
sore,0,1
sorrow,0,1
sorrowed,0,1
sorrower,0,1
sorrowful,0,1
sorrowfully,0,1
sorrowfulness,0,1
sorrowing,0,1
sorrows,0,1
sorry,0,1
soulmate,1,0
spammer,0,1
spark,1,0
sparkle,1,0
sparkles,1,0
sparkling,1,0
special,1,0
speculative,1,0
spirit,1,0
spirited,1,0
spiritless,0,1
spite,0,1
spited,0,1
spiteful,0,1
spitefully,0,1
spitefulness,0,1
spitefulnesses,0,1
spites,0,1
splendent,1,0
splendid,1,0
splendidly,1,0
splendidness,1,0
splendiferous,1,0
splendiferously,1,0
splendiferousness,1,0
splendor,1,0
splendorous,1,0
splendors,1,0
splendour,1,0
splendours,1,0
splendrous,1,0
sprightly,1,0
squelched,0,1
stab,0,1
stabbed,0,1
stabs,0,1
stall,0,1
stalled,0,1
stalling,0,1
stamina,1,0
